macPrefix,vendor,OS_family
00:05:02,"Apple, Inc.",macos
00:10:FA,"Apple, Inc.",macos
00:A0:40,"Apple, Inc.",macos
08:00:07,"Apple, Inc.",macos
00:03:93,"Apple, Inc.",macos
00:0A:27,"Apple, Inc.",macos
00:30:65,"Apple, Inc.",macos
00:50:E4,"Apple, Inc.",macos
00:0A:95,"Apple, Inc.",macos
00:0D:93,"Apple, Inc.",macos
00:11:24,"Apple, Inc.",macos
00:14:51,"Apple, Inc.",macos
00:16:CB,"Apple, Inc.",macos
00:17:F2,"Apple, Inc.",macos
00:19:E3,"Apple, Inc.",macos
00:1B:63,"Apple, Inc.",macos
00:1C:B3,"Apple, Inc.",macos
00:1D:4F,"Apple, Inc.",macos
00:1E:52,"Apple, Inc.",macos
00:1E:C2,"Apple, Inc.",macos
00:1F:5B,"Apple, Inc.",macos
00:1F:F3,"Apple, Inc.",macos
00:21:E9,"Apple, Inc.",macos
00:22:41,"Apple, Inc.",macos
00:23:12,"Apple, Inc.",macos
00:23:32,"Apple, Inc.",macos
00:23:6C,"Apple, Inc.",macos
00:23:DF,"Apple, Inc.",macos
00:24:36,"Apple, Inc.",macos
00:25:00,"Apple, Inc.",macos
00:25:4B,"Apple, Inc.",macos
00:25:BC,"Apple, Inc.",macos
00:26:08,"Apple, Inc.",macos
00:26:4A,"Apple, Inc.",macos
00:26:B0,"Apple, Inc.",macos
00:26:BB,"Apple, Inc.",macos
04:1E:64,"Apple, Inc.",macos
34:15:9E,"Apple, Inc.",macos
60:FB:42,"Apple, Inc.",macos
64:B9:E8,"Apple, Inc.",macos
7C:6D:62,"Apple, Inc.",macos
90:84:0D,"Apple, Inc.",macos
B0:AA:36,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
D4:9A:20,"Apple, Inc.",macos
F8:1E:DF,"Apple, Inc.",macos
40:D3:2D,"Apple, Inc.",macos
58:B0:35,"Apple, Inc.",macos
D8:30:62,"Apple, Inc.",macos
E8:06:88,"Apple, Inc.",macos
C4:2C:03,"Apple, Inc.",macos
90:27:E4,"Apple, Inc.",macos
D8:A2:5E,"Apple, Inc.",macos
60:33:4B,"Apple, Inc.",macos
5C:59:48,"Apple, Inc.",macos
7C:C5:37,"Apple, Inc.",macos
78:CA:39,"Apple, Inc.",macos
C8:BC:C8,"Apple, Inc.",macos
18:E7:F4,"Apple, Inc.",macos
B8:FF:61,"Apple, Inc.",macos
CC:08:E0,"Apple, Inc.",macos
10:93:E9,"Apple, Inc.",macos
10:9A:DD,"Apple, Inc.",macos
24:AB:81,"Apple, Inc.",macos
40:A6:D9,"Apple, Inc.",macos
58:55:CA,"Apple, Inc.",macos
70:CD:60,"Apple, Inc.",macos
8C:7B:9D,"Apple, Inc.",macos
DC:2B:61,"Apple, Inc.",macos
F0:B4:79,"Apple, Inc.",macos
04:0C:CE,"Apple, Inc.",macos
10:12:12,Vivo International Corporation Pty Ltd,android
28:E7:CF,"Apple, Inc.",macos
3C:07:54,"Apple, Inc.",macos
44:2A:60,"Apple, Inc.",macos
58:1F:AA,"Apple, Inc.",macos
7C:F0:5F,"Apple, Inc.",macos
88:C6:63,"Apple, Inc.",macos
8C:58:77,"Apple, Inc.",macos
98:03:D8,"Apple, Inc.",macos
A4:67:06,"Apple, Inc.",macos
A4:B1:97,"Apple, Inc.",macos
C8:2A:14,"Apple, Inc.",macos
D8:9E:3F,"Apple, Inc.",macos
E0:F8:47,"Apple, Inc.",macos
E4:CE:8F,"Apple, Inc.",macos
0C:74:C2,"Apple, Inc.",macos
14:5A:05,"Apple, Inc.",macos
28:CF:DA,"Apple, Inc.",macos
40:30:04,"Apple, Inc.",macos
40:3C:FC,"Apple, Inc.",macos
48:60:BC,"Apple, Inc.",macos
A4:D1:D2,"Apple, Inc.",macos
B8:C7:5D,"Apple, Inc.",macos
E8:04:0B,"Apple, Inc.",macos
14:8F:C6,"Apple, Inc.",macos
28:6A:B8,"Apple, Inc.",macos
34:51:C9,"Apple, Inc.",macos
28:37:37,"Apple, Inc.",macos
40:6C:8F,"Apple, Inc.",macos
50:EA:D6,"Apple, Inc.",macos
28:E0:2C,"Apple, Inc.",macos
60:C5:47,"Apple, Inc.",macos
D0:23:DB,"Apple, Inc.",macos
E0:B9:BA,"Apple, Inc.",macos
00:C6:10,"Apple, Inc.",macos
04:54:53,"Apple, Inc.",macos
70:DE:E2,"Apple, Inc.",macos
B8:8D:12,"Apple, Inc.",macos
68:A8:6D,"Apple, Inc.",macos
7C:11:BE,"Apple, Inc.",macos
B8:17:C2,"Apple, Inc.",macos
F0:CB:A1,"Apple, Inc.",macos
28:6A:BA,"Apple, Inc.",macos
18:20:32,"Apple, Inc.",macos
3C:D0:F8,"Apple, Inc.",macos
78:A3:E4,"Apple, Inc.",macos
7C:C3:A1,"Apple, Inc.",macos
60:FA:CD,"Apple, Inc.",macos
68:09:27,"Apple, Inc.",macos
70:73:CB,"Apple, Inc.",macos
98:D6:BB,"Apple, Inc.",macos
00:3E:E1,"Apple, Inc.",macos
10:40:F3,"Apple, Inc.",macos
1C:AB:A7,"Apple, Inc.",macos
6C:C2:6B,"Apple, Inc.",macos
18:34:51,"Apple, Inc.",macos
44:D8:84,"Apple, Inc.",macos
64:20:0C,"Apple, Inc.",macos
C0:84:7A,"Apple, Inc.",macos
FC:25:3F,"Apple, Inc.",macos
00:F4:B9,"Apple, Inc.",macos
0C:77:1A,"Apple, Inc.",macos
74:E1:B6,"Apple, Inc.",macos
EC:85:2F,"Apple, Inc.",macos
4C:B1:99,"Apple, Inc.",macos
64:E6:82,"Apple, Inc.",macos
B8:F6:B1,"Apple, Inc.",macos
C8:33:4B,"Apple, Inc.",macos
F0:FB:56,"Apple, Inc.",macos
18:9E:FC,"Apple, Inc.",macos
5C:95:AE,"Apple, Inc.",macos
70:56:81,"Apple, Inc.",macos
7C:D1:C3,"Apple, Inc.",macos
80:49:71,"Apple, Inc.",macos
84:29:99,"Apple, Inc.",macos
8C:FA:BA,"Apple, Inc.",macos
9C:20:7B,"Apple, Inc.",macos
C0:9F:42,"Apple, Inc.",macos
F0:DC:E2,"Apple, Inc.",macos
B0:65:BD,"Apple, Inc.",macos
C4:6A:B7,Xiaomi Communications Co Ltd,android
6C:3E:6D,"Apple, Inc.",macos
74:E2:F5,"Apple, Inc.",macos
A8:20:66,"Apple, Inc.",macos
BC:67:78,"Apple, Inc.",macos
20:C9:D0,"Apple, Inc.",macos
68:96:7B,"Apple, Inc.",macos
BC:52:B7,"Apple, Inc.",macos
E0:C9:7A,"Apple, Inc.",macos
14:10:9F,"Apple, Inc.",macos
84:85:06,"Apple, Inc.",macos
8C:2D:AA,"Apple, Inc.",macos
98:FE:94,"Apple, Inc.",macos
44:4C:0C,"Apple, Inc.",macos
04:F7:E4,"Apple, Inc.",macos
10:DD:B1,"Apple, Inc.",macos
34:C0:59,"Apple, Inc.",macos
54:26:96,"Apple, Inc.",macos
5C:96:9D,"Apple, Inc.",macos
80:92:9F,"Apple, Inc.",macos
84:FC:FE,"Apple, Inc.",macos
88:53:95,"Apple, Inc.",macos
98:B8:E3,"Apple, Inc.",macos
9C:04:EB,"Apple, Inc.",macos
A8:96:8A,"Apple, Inc.",macos
A8:FA:D8,"Apple, Inc.",macos
B4:F0:AB,"Apple, Inc.",macos
D8:00:4D,"Apple, Inc.",macos
D8:D1:CB,"Apple, Inc.",macos
E4:8B:7F,"Apple, Inc.",macos
00:88:65,"Apple, Inc.",macos
04:15:52,"Apple, Inc.",macos
04:26:65,"Apple, Inc.",macos
20:7D:74,"Apple, Inc.",macos
28:CF:E9,"Apple, Inc.",macos
30:90:AB,"Apple, Inc.",macos
30:F7:C5,"Apple, Inc.",macos
38:48:4C,"Apple, Inc.",macos
3C:E0:72,"Apple, Inc.",macos
40:B3:95,"Apple, Inc.",macos
44:FB:42,"Apple, Inc.",macos
4C:8D:79,"Apple, Inc.",macos
60:FE:C5,"Apple, Inc.",macos
64:A3:CB,"Apple, Inc.",macos
70:11:24,"Apple, Inc.",macos
78:6C:1C,"Apple, Inc.",macos
7C:FA:DF,"Apple, Inc.",macos
88:CB:87,"Apple, Inc.",macos
8C:0E:E3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
94:94:26,"Apple, Inc.",macos
AC:3C:0B,"Apple, Inc.",macos
AC:F7:F3,Xiaomi Communications Co Ltd,android
BC:3B:AF,"Apple, Inc.",macos
BC:92:6B,"Apple, Inc.",macos
C8:6F:1D,"Apple, Inc.",macos
CC:78:5F,"Apple, Inc.",macos
E4:25:E7,"Apple, Inc.",macos
E8:8D:28,"Apple, Inc.",macos
EC:35:86,"Apple, Inc.",macos
F0:D1:A9,"Apple, Inc.",macos
F4:1B:A1,"Apple, Inc.",macos
F4:F1:5A,"Apple, Inc.",macos
10:1C:0C,"Apple, Inc.",macos
1C:E6:2B,"Apple, Inc.",macos
2C:B4:3A,"Apple, Inc.",macos
68:5B:35,"Apple, Inc.",macos
A0:ED:CD,"Apple, Inc.",macos
B8:78:2E,"Apple, Inc.",macos
E0:F5:C6,"Apple, Inc.",macos
38:0F:4A,"Apple, Inc.",macos
68:9C:70,"Apple, Inc.",macos
88:1F:A1,"Apple, Inc.",macos
04:E5:36,"Apple, Inc.",macos
08:70:45,"Apple, Inc.",macos
84:38:35,"Apple, Inc.",macos
C8:E0:EB,"Apple, Inc.",macos
F4:F9:51,"Apple, Inc.",macos
A8:88:08,"Apple, Inc.",macos
C0:63:94,"Apple, Inc.",macos
18:AF:8F,"Apple, Inc.",macos
8C:00:6D,"Apple, Inc.",macos
A4:C3:61,"Apple, Inc.",macos
A8:BB:CF,"Apple, Inc.",macos
C8:B5:B7,"Apple, Inc.",macos
90:72:40,"Apple, Inc.",macos
90:B2:1F,"Apple, Inc.",macos
AC:7F:3E,"Apple, Inc.",macos
B0:9F:BA,"Apple, Inc.",macos
B8:E8:56,"Apple, Inc.",macos
F8:A4:5F,Xiaomi Communications Co Ltd,android
0C:30:21,"Apple, Inc.",macos
0C:4D:E9,"Apple, Inc.",macos
28:0B:5C,"Apple, Inc.",macos
D8:96:95,"Apple, Inc.",macos
30:10:E4,"Apple, Inc.",macos
54:EA:A8,"Apple, Inc.",macos
A8:86:DD,"Apple, Inc.",macos
04:DB:56,"Apple, Inc.",macos
18:AF:61,"Apple, Inc.",macos
28:E1:4C,"Apple, Inc.",macos
54:E4:3A,"Apple, Inc.",macos
5C:F9:38,"Apple, Inc.",macos
60:69:44,"Apple, Inc.",macos
DC:86:D8,"Apple, Inc.",macos
E4:98:D6,"Apple, Inc.",macos
E4:C6:3D,"Apple, Inc.",macos
E8:BB:A8,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
F0:C1:F1,"Apple, Inc.",macos
F8:27:93,"Apple, Inc.",macos
04:F1:3E,"Apple, Inc.",macos
0C:3E:9F,"Apple, Inc.",macos
14:99:E2,"Apple, Inc.",macos
24:A2:E1,"Apple, Inc.",macos
60:03:08,"Apple, Inc.",macos
80:EA:96,"Apple, Inc.",macos
8C:29:37,"Apple, Inc.",macos
8C:BE:BE,Xiaomi Communications Co Ltd,android
90:B9:31,"Apple, Inc.",macos
98:F0:AB,"Apple, Inc.",macos
AC:FD:EC,"Apple, Inc.",macos
B4:18:D1,"Apple, Inc.",macos
D0:E1:40,"Apple, Inc.",macos
DC:9B:9C,"Apple, Inc.",macos
F0:F6:1C,"Apple, Inc.",macos
48:74:6E,"Apple, Inc.",macos
54:72:4F,"Apple, Inc.",macos
54:AE:27,"Apple, Inc.",macos
78:31:C1,"Apple, Inc.",macos
80:00:6E,"Apple, Inc.",macos
84:8E:0C,"Apple, Inc.",macos
8C:7C:92,"Apple, Inc.",macos
AC:CF:5C,"Apple, Inc.",macos
B0:34:95,"Apple, Inc.",macos
F0:DB:F8,"Apple, Inc.",macos
F4:37:B7,"Apple, Inc.",macos
34:E2:FD,"Apple, Inc.",macos
3C:15:C2,"Apple, Inc.",macos
60:D9:C7,"Apple, Inc.",macos
64:76:BA,"Apple, Inc.",macos
68:DF:DD,Xiaomi Communications Co Ltd,android
6C:70:9F,"Apple, Inc.",macos
04:48:9A,"Apple, Inc.",macos
1C:1A:C0,"Apple, Inc.",macos
3C:AB:8E,"Apple, Inc.",macos
60:92:17,"Apple, Inc.",macos
84:B1:53,"Apple, Inc.",macos
C8:F6:50,"Apple, Inc.",macos
D8:CF:9C,"Apple, Inc.",macos
A4:3D:78,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
D4:97:0B,Xiaomi Communications Co Ltd,android
48:D7:05,"Apple, Inc.",macos
78:3A:84,"Apple, Inc.",macos
7C:6D:F8,"Apple, Inc.",macos
E0:66:78,"Apple, Inc.",macos
2C:BE:08,"Apple, Inc.",macos
5C:8D:4E,"Apple, Inc.",macos
78:FD:94,"Apple, Inc.",macos
88:63:DF,"Apple, Inc.",macos
14:F6:5A,Xiaomi Communications Co Ltd,android
64:09:80,Xiaomi Communications Co Ltd,android
00:9E:C8,Xiaomi Communications Co Ltd,android
24:E3:14,"Apple, Inc.",macos
28:E3:1F,Xiaomi Communications Co Ltd,android
A8:8E:24,"Apple, Inc.",macos
C0:EE:FB,OnePlus Tech (Shenzhen) Ltd,android
C0:F2:FB,"Apple, Inc.",macos
E8:80:2E,"Apple, Inc.",macos
00:61:71,"Apple, Inc.",macos
00:F7:6F,"Apple, Inc.",macos
0C:1D:AF,Xiaomi Communications Co Ltd,android
2C:F0:EE,"Apple, Inc.",macos
5C:97:F3,"Apple, Inc.",macos
64:B4:73,Xiaomi Communications Co Ltd,android
68:AE:20,"Apple, Inc.",macos
68:D9:3C,"Apple, Inc.",macos
6C:40:08,"Apple, Inc.",macos
80:E6:50,"Apple, Inc.",macos
84:78:8B,"Apple, Inc.",macos
90:FD:61,"Apple, Inc.",macos
A0:93:47,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
AC:87:A3,"Apple, Inc.",macos
C8:85:50,"Apple, Inc.",macos
10:F6:81,"vivo Mobile Communication Co., Ltd.",android
80:BE:05,"Apple, Inc.",macos
98:FA:E3,Xiaomi Communications Co Ltd,android
D4:F4:6F,"Apple, Inc.",macos
E0:B5:2D,"Apple, Inc.",macos
6C:94:F8,"Apple, Inc.",macos
70:3E:AC,"Apple, Inc.",macos
D0:4F:7E,"Apple, Inc.",macos
D8:BB:2C,"Apple, Inc.",macos
34:A3:95,"Apple, Inc.",macos
48:43:7C,"Apple, Inc.",macos
78:7E:61,"Apple, Inc.",macos
7C:1D:D9,Xiaomi Communications Co Ltd,android
9C:F3:87,"Apple, Inc.",macos
84:CF:BF,Fairphone,android
20:A2:E4,"Apple, Inc.",macos
24:A0:74,"Apple, Inc.",macos
60:F8:1D,"Apple, Inc.",macos
A8:5B:78,"Apple, Inc.",macos
F0:24:75,"Apple, Inc.",macos
2C:1F:23,"Apple, Inc.",macos
54:9F:13,"Apple, Inc.",macos
90:8D:6C,"Apple, Inc.",macos
B8:09:8A,"Apple, Inc.",macos
F0:DB:E2,"Apple, Inc.",macos
0C:15:39,"Apple, Inc.",macos
18:59:36,Xiaomi Communications Co Ltd,android
18:EE:69,"Apple, Inc.",macos
4C:7C:5F,"Apple, Inc.",macos
5C:F5:DA,"Apple, Inc.",macos
C0:1A:DA,"Apple, Inc.",macos
00:CD:FE,"Apple, Inc.",macos
BC:3A:EA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
CC:44:63,"Apple, Inc.",macos
6C:72:E7,"Apple, Inc.",macos
9C:99:A0,Xiaomi Communications Co Ltd,android
CC:C7:60,"Apple, Inc.",macos
08:74:02,"Apple, Inc.",macos
28:5A:EB,"Apple, Inc.",macos
28:F0:76,"Apple, Inc.",macos
34:36:3B,"Apple, Inc.",macos
C8:1E:E7,"Apple, Inc.",macos
9C:FC:01,"Apple, Inc.",macos
AC:BC:32,"Apple, Inc.",macos
28:FA:A0,"vivo Mobile Communication Co., Ltd.",android
3C:A3:48,"vivo Mobile Communication Co., Ltd.",android
F4:29:81,"vivo Mobile Communication Co., Ltd.",android
0C:D7:46,"Apple, Inc.",macos
44:00:10,"Apple, Inc.",macos
04:52:F3,"Apple, Inc.",macos
24:1E:EB,"Apple, Inc.",macos
F4:31:C3,"Apple, Inc.",macos
2C:5B:B8,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
64:A5:C3,"Apple, Inc.",macos
F0:B4:29,Xiaomi Communications Co Ltd,android
98:5A:EB,"Apple, Inc.",macos
20:78:F0,"Apple, Inc.",macos
78:D7:5F,"Apple, Inc.",macos
E0:AC:CB,"Apple, Inc.",macos
98:E0:D9,"Apple, Inc.",macos
C0:CE:CD,"Apple, Inc.",macos
70:E7:2C,"Apple, Inc.",macos
D0:33:11,"Apple, Inc.",macos
BC:4C:C4,"Apple, Inc.",macos
0C:BC:9F,"Apple, Inc.",macos
A4:5E:60,"Apple, Inc.",macos
54:4E:90,"Apple, Inc.",macos
5C:AD:CF,"Apple, Inc.",macos
00:6D:52,"Apple, Inc.",macos
BC:54:36,"Apple, Inc.",macos
38:71:DE,"Apple, Inc.",macos
A8:1B:5A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
F4:8B:32,Xiaomi Communications Co Ltd,android
94:E9:6A,"Apple, Inc.",macos
AC:29:3A,"Apple, Inc.",macos
10:41:7F,"Apple, Inc.",macos
70:14:A6,"Apple, Inc.",macos
A8:66:7F,"Apple, Inc.",macos
D0:25:98,"Apple, Inc.",macos
CC:29:F5,"Apple, Inc.",macos
64:9A:BE,"Apple, Inc.",macos
B8:44:D9,"Apple, Inc.",macos
DC:2B:2A,"Apple, Inc.",macos
EC:DF:3A,"vivo Mobile Communication Co., Ltd.",android
E4:5A:A2,"vivo Mobile Communication Co., Ltd.",android
DC:6D:CD,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
6C:8D:C1,"Apple, Inc.",macos
38:CA:DA,"Apple, Inc.",macos
68:DB:CA,"Apple, Inc.",macos
04:4B:ED,"Apple, Inc.",macos
A4:D1:8C,"Apple, Inc.",macos
CC:25:EF,"Apple, Inc.",macos
A0:86:C6,Xiaomi Communications Co Ltd,android
58:44:98,Xiaomi Communications Co Ltd,android
78:9F:70,"Apple, Inc.",macos
DC:37:14,"Apple, Inc.",macos
40:33:1A,"Apple, Inc.",macos
94:F6:A3,"Apple, Inc.",macos
D8:1D:72,"Apple, Inc.",macos
70:EC:E4,"Apple, Inc.",macos
38:C9:86,"Apple, Inc.",macos
FC:FC:48,"Apple, Inc.",macos
48:E9:F1,"Apple, Inc.",macos
FC:E9:98,"Apple, Inc.",macos
F0:99:BF,"Apple, Inc.",macos
68:64:4B,"Apple, Inc.",macos
20:9B:CD,"Apple, Inc.",macos
F0:B0:E7,"Apple, Inc.",macos
CC:20:E8,"Apple, Inc.",macos
C4:66:99,"vivo Mobile Communication Co., Ltd.",android
28:ED:6A,"Apple, Inc.",macos
34:AB:37,"Apple, Inc.",macos
60:A3:7D,"Apple, Inc.",macos
00:56:CD,"Apple, Inc.",macos
70:81:EB,"Apple, Inc.",macos
08:66:98,"Apple, Inc.",macos
FC:64:BA,Xiaomi Communications Co Ltd,android
90:60:F1,"Apple, Inc.",macos
74:1B:B2,"Apple, Inc.",macos
74:51:BA,Xiaomi Communications Co Ltd,android
34:80:B3,Xiaomi Communications Co Ltd,android
A4:31:35,"Apple, Inc.",macos
9C:35:EB,"Apple, Inc.",macos
50:7A:55,"Apple, Inc.",macos
A0:99:9B,"Apple, Inc.",macos
24:24:0E,"Apple, Inc.",macos
90:3C:92,"Apple, Inc.",macos
34:12:98,"Apple, Inc.",macos
9C:29:3F,"Apple, Inc.",macos
74:81:14,"Apple, Inc.",macos
18:F6:43,"Apple, Inc.",macos
D0:A6:37,"Apple, Inc.",macos
A0:18:28,"Apple, Inc.",macos
D0:03:4B,"Apple, Inc.",macos
7C:01:91,"Apple, Inc.",macos
70:48:0F,"Apple, Inc.",macos
A4:B8:05,"Apple, Inc.",macos
58:7F:57,"Apple, Inc.",macos
80:D6:05,"Apple, Inc.",macos
C8:69:CD,"Apple, Inc.",macos
BC:6C:21,"Apple, Inc.",macos
04:69:F8,"Apple, Inc.",macos
20:82:C0,Xiaomi Communications Co Ltd,android
C8:F2:30,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
AC:61:EA,"Apple, Inc.",macos
38:B5:4D,"Apple, Inc.",macos
A4:F1:E8,"Apple, Inc.",macos
1C:9E:46,"Apple, Inc.",macos
F0:1B:6C,"vivo Mobile Communication Co., Ltd.",android
E0:C7:67,"Apple, Inc.",macos
9C:4F:DA,"Apple, Inc.",macos
1C:5C:F2,"Apple, Inc.",macos
E4:9A:79,"Apple, Inc.",macos
28:A0:2B,"Apple, Inc.",macos
B4:4B:D2,"Apple, Inc.",macos
B4:8B:19,"Apple, Inc.",macos
F4:5C:89,"Apple, Inc.",macos
10:2A:B3,Xiaomi Communications Co Ltd,android
BC:EC:5D,"Apple, Inc.",macos
DC:41:5F,"Apple, Inc.",macos
30:63:6B,"Apple, Inc.",macos
